"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"2898","PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY","KERALA","GROUNDWATER",28.5,5.2,359,0.7,6.68,85,825,2010,40,60,0,100,100,40,6.8,10.2,13,0,22,8.8,60.8,75.9216969259406
"2899","WAINGANGA U/S OF ELLORA PAPER MILL.","MAHARASHTRA","RIVERWATER",22.5,8,495,5,1.24,69,186,2011,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,75.94879647996
"2900","NARMADA AT CHANDOD","GUJARAT","RIVERWATER",25,7.1,218,0.4,0,11,33,2016,60,100,60,100,100,80,10.2,17,13,5.16,22,17.6,84.96,76.4008783938582
"2901","YAMUNA AT MATHURA D/S , U.P.","UTTARPRADESH","RIVERWATER",24.9,7.9,989,10.6,0.74,18134.3000000001,50000,2008,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,60.2825305740273
"2902","KALU AT ATALE VILLAGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",28.5,7.4,2323,6.3,1.47,400,541,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.9570415239914
"2903","LARGI AT D/S, H.P.","HIMACHALPRADESH","RIVERWATER",13,7.7,240,0.5,0.2,10,635,2007,100,100,40,100,100,40,17,17,13,3.44,22,8.8,81.24,84.1523681534117
"2904","RIVER MANJEERA AT GOWDICHARLA A/C WITH NAKKAVAGU","ANDHRAPRADESH","RIVERWATER",28.8,7.7,588,2.85,2.9,4,326,2009,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,71.9709630330509
"2905","GODAVARI AT KAMALPUR U/S M/S AP RAYONS LTD. INTAKE WELL, WARANGAL","ANDHRAPRADESH","RIVERWATER",26.9,7.8,355,0.95,0.3,36,600,2009,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.6798771983297
"2906","ULUBERIA  COLLEGE AT HOWRAH","WEST BENGAL","GROUNDWATER",26.5,7.5,981,0.75,5.9,4,22,2012,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.1701231790104
"2907","YAGACHI NEAR PUMPING STATION. HASSAN CITY","KARNATAKA","RIVERWATER",26,7.3,310,1,0,210,1100,2016,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,74.9742751442623
"2908","BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN , PUNJAB","PUNJAB","RIVERWATER",17.3,7.4,329,1.3,1.7,170,767,2009,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4,81.147368085347
"2909","BEAS AT D/S AUT, H.P.","HIMACHALPRADESH","RIVERWATER",10.2,7.9,82,0.3,1,43,178,2013,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,86.0260033820382
"2910","PANCHAGANGA RIVER AT SHIROL NEAR SHIROL INTAKE WELL.","MAHARASHTRA","RIVERWATER",25,7.9,419,2.7,1.63,6,158,2011,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,74.6429284045861
"2911","GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL","ANDHRAPRADESH","RIVERWATER",25.3,7.4,322,1,0.5,125,795,2014,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,75.38449308136
"2912","TAPI AT RANDER BRIDGE, SURAT","GUJARAT","RIVERWATER",27,8.4,1986,1.2,1,18134.3000000001,322,2013,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.5714023259993
"2913","HAND PUMP AT TAHLIWAL IA","HIMACHALPRADESH","GROUNDWATER",20,7,888,0.55,1.02,7,10,2011,80,100,0,100,100,80,13.6,17,13,0,22,17.6,83.2,80.0926908476882
"2914","DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT","GUJARAT","RIVERWATER",27.1,7.9,693,0.5,1,161,173,2013,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.4998298417722
"2915","NARMADA AT BADWANI, M.P.","MADHYAPRADESH","RIVERWATER",19,7.2,280,0.8,0.2,2,34,2015,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,80.5824418969761
"2916","TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",27,7.98,377,1.8,0.28,0.23,496,2006,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.2162928350956
"2917","HINDON AFTER CONFL. WITH R. KRISHNA & KALI NEAR BINAULI TOWN, MEERUT,U.P.","UTTARPRADESH","RIVERWATER",31.5,7.8,943,78,1.68,18134.3000000001,50000,2009,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,43.7649796972437
"2918","IB AT  RAJ NAGAR U/S","ORISSA","RIVERWATER",28.9,8,158,1,0.26,963,1658,2010,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.6386996368139
"2919","DAMANGANGA AT ZARI CAUSE WAY BRIDGE, DAMAN ","DIU & DAMAN","RIVERWATER",29.9,7.5,15608,25,18.73,5,5,2010,40,100,0,60,100,100,6.8,17,7.8,0,22,22,75.6,65.4800956961335
"2920","MAWLAI, SHILLONG,  MEGHALAYA","MEGHALAYA","GROUNDWATER",21,6.5,263,3.2,3,60,87,2010,60,100,40,80,100,60,10.2,17,10.4,3.44,22,13.2,76.24,79.5275045328157
"2921","IB AT JHARSUGUDA (INTAKE), ","ORISSA","RIVERWATER",28.8,7.9,178,1.1,0.29,1542,2675,2010,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.5739128598291
"2922","GANGA D/S KANPUR (JAJMAU
PUMPING STATION)","UTTARPRADESH","RIVERWATER",16,7.1,227,4.1,0.2,18134.3000000001,50000,2016,80,100,40,80,100,0,13.6,17,10.4,3.44,22,0,66.44,69.2591692692537
"2923","KAMALA  AT DARBHANGA","BIHAR","RIVERWATER",17,7.3,233,1.8,0,1100,3000,2016,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,80.9711535649167
"2924","BARAK RIVER AT D/S OF SILCHAR","ASSAM","RIVERWATER",10,7.2,115,3.8,0.1,25,563,2010,100,100,80,80,100,40,17,17,10.4,6.88,22,8.8,82.08,86.5692078817616
"2925","SARVODAPURAM, ALAPPUZHA","KERALA","GROUNDWATER",28,7.9,225,0.6,0,470,700,2013,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.7855071663658
"2926","BORE WELL AT KATPUR, NEAR Z.P SCHOOL.","MAHARASHTRA","GROUNDWATER",24,7.65,5393,2.9,3.94,7,270,2009,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,75.1648260759776
"2927","UMSAHEP","Meghalaya","GROUNDWATER",18,6.3,126,0.6,7,10,15,2013,80,80,80,100,100,80,13.6,13.6,13,6.88,22,17.6,86.68,82.2367484571312
"2928","WENA U/S OF MOHATA MILLS, NEAR RAILWAY BRIDGE, HINGANGHAT","MAHARASHTRA","RIVERWATER",19,6.9,239,3,0.1,17,33,2016,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,80.6576362902311
"2929","KRISHNA AT VIJAYWADA","ANDHRAPRADESH","RIVERWATER",22,7.7,564,0.5,0.44,4,1582,2012,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,77.2342166990091
"2930","WELL AT VILLAGE GATTAL, BHIWADI INDUSTRIAL AREA, BHIWADI, ","RAJASTHAN","GROUNDWATER",29,7.2,1330,0.5,2.15,3,6,2010,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.0628510486613
"2931","MUSI RESERVOIR AT KASANIGUDA, NALGONDA","ANDHRAPRADESH","RIVERWATER",21,7.2,185,2,0.9,10,20,2016,60,100,60,100,100,80,10.2,17,13,5.16,22,17.6,84.96,78.8615875627491
"2932","BHIMA RIVER-BACKWATER OF UJANI DAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, INDAPUR, PUNE","MAHARASHTRA","RIVERWATER",28.5,7.9,524,11.1,3,52,609,2014,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.3791283631198
"2933","RIVER NAKKAVAGU, Bachugudem,Medak","ANDHRAPRADESH","RIVERWATER",27.1,7.5,1774,10.5,11.61,40,367,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,71.4799541505211
"2934","TUNGHABHADRA AT KURNOOL U/S, BAVAPURAM, A.P.","ANDHRAPRADESH","RIVERWATER",25.2,7.4,1509,3.1,0.7,130,1433,2009,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,74.8245132627236
"2935","NIRA AT SHINDEWADI. SHIRVAL, KHANDALA, SATARA","MAHARASHTRA","RIVERWATER",21,6.9,65.5,2,0.2,11,50,2016,60,100,100,100,100,80,10.2,17,13,8.6,22,17.6,88.4,79.3598228104855
"2936","BEAS AT D/S AUT","HIMACHALPRADESH","RIVERWATER",11,8,96,0.2,0.3,58,653,2011,100,100,80,100,100,40,17,17,13,6.88,22,8.8,84.68,85.2282960283042
"2937","BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR","MADHYAPRADESH","RIVERWATER",20,7.2,248,1.2,0,4,21,2016,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,79.7959656856691
"2938","GODAVARI AT MANCHERIAL","ANDHRAPRADESH","RIVERWATER",24,7.3,324,2,0,35,140,2015,60,100,0,100,100,60,10.2,17,13,0,22,13.2,75.4,76.5241031562568
"2939","BHAHMNI, KALMESHWAR, NAGPUR","MAHARASHTRA","GROUNDWATER",23,7.5,2135,9,2.85,10,19,2007,60,100,0,60,100,80,10.2,17,7.8,0,22,17.6,74.6,75.4420687333879
"2940","INDL. ESTATE TARAPUR","MAHARASHTRA","GROUNDWATER",29,7.5,888,4.8,4.2,40,87,2009,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,71.7322509136529
"2941","GOMTI AT VARANASI, U.P","UTTARPRADESH","RIVERWATER",24,8.3,386,2.2,0.39,598,1300,2007,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,74.6588867932816
"2942","WENA AT U/S OF MOHATA MILLS, NR RLY BDG, HINGANGHAT","MAHARASHTRA","RIVERWATER",20.4,8.1,565,5,1.43,34,110,2011,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,77.3477100287932
"2943","SATLUJ AT D/S RAMPUR, H.P.","HIMACHALPRADESH","RIVERWATER",15,8.6,8.1,0.3,1,69,303,2013,100,80,100,100,100,60,17,13.6,13,8.6,22,13.2,87.4,81.4171421166505
"2944","BEAS AT U/S PANDON DAM, H.P.","HIMACHALPRADESH","RIVERWATER",12.9,7.8,84,0.3,1,70,250,2013,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,84.1676018172045
"2945","BRAHAMPUTRA AT KHERGHAT (AFTER CONFL. WITH DIBANG & DIHANG),ASSAM","ASSAM","RIVERWATER",21,7.45,201,1.6,0.2,0.02,1192,2006,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,78.2982617774764
"2946","KANNUR (MUNICIPALITY) KANNUR DISTTM , KERALA","KERALA","GROUNDWATER",30,4.6,94,0.9,8.3,3.1,240,2008,40,60,80,100,100,60,6.8,10.2,13,6.88,22,13.2,72.08,75.7373230037637
"2947","TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26,8.1,264,1.74,0.2,50,62,2008,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,73.9117618068882
"2948","BEAS  D/S ALAMPUR","HIMACHALPRADESH","RIVERWATER",15,6.7,167,0.4,0,5,140,2016,100,100,60,100,100,60,17,17,13,5.16,22,13.2,87.36,84.3399452460758
"2949","KALI (E)AT GULAWATI","UTTARPRADESH","RIVERWATER",23,7.6,390,23.7,1.23,18134.3000000001,50000,2007,60,100,0,60,100,0,10.2,17,7.8,0,22,0,57,59.8570051958232
"2950","SABARMATI AT KHEROJ BRIDGE, GUJARAT","GUJARAT","RIVERWATER",29,8.5,471,9,0.53,90,750,2009,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,69.6207386509709
"2951","VILLAGE BAGER MEO, TEHSIL- RAMGARH, ALWAR ","RAJASTHAN","GROUNDWATER",28.5,7.3,2530,1.2,0.15,4,5,2011,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.2133779180588
"2952","CAUVERY AT MUSIRI, TAMIL NADU","TAMILNADU","RIVERWATER",25.6,8.4,575,1.4,0.2,18134.3000000001,50000,2014,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.6908192234166
"2953","KRISHNA RIVER AT WAI.","MAHARASHTRA","RIVERWATER",22.6,7.8,304,5.5,0.44,140,1257,2011,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,75.8759177067691
"2954","BRAHMPUTRA NEAR WATER INTAKE POINT AT KACHARIGHAT,
PANBAZAR, GUWAHATI","ASSAM","RIVERWATER",20,7.1,84,0.4,0.1,300,1500,2016,80,100,80,100,100,40,13.6,17,13,6.88,22,8.8,81.28,79.7015488408141
"2955","KALPATHI PUZHA AT KALPATHI, PALAKKAD","KERALA","RIVERWATER",27,8,310,1.1,0.54,517,783,2012,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.2196551084919
"2956","BHIMA AT FEROZABAD VILLAGE (D/S), KARNATAKA","KARNATAKA","RIVERWATER",29,8.1,886,1.79,0.2,18134.3000000001,50000,2008,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,58.5441047708258
"2957","PUNNALPETTIPPALAM (TELLICHERRY MUNICIPALITY","KERALA","GROUNDWATER",27.5,6,313,1,5.5,2,15,2014,40,80,0,100,100,80,6.8,13.6,13,0,22,17.6,73,75.7095926906192
"2958","RANIHAT- MANGALABAGH AREA, CUTTACK, ","ORISSA","GROUNDWATER",29.5,7.2,309,1.5,4.53,7,11,2010,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,72.4259628317863
"2959","KANHAN D/S OF NAGPUR","MAHARASHTRA","RIVERWATER",23,7.79,506,12.8,5.3,1.01,156,2006,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,74.257004688164
"2960","YAMUNA  D/S  AGRA","UTTARPRADESH","RIVERWATER",22,7.1,825,11,0,40,460,2016,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,76.6076575937637
"2961","SARYU AT AYODHYA AT MAIN BATHING GHAT, U.P.","UTTARPRADESH","RIVERWATER",20.3,7.7,187,2.7,0.7,18134.3000000001,50000,2014,60,100,60,100,100,0,10.2,17,13,5.16,22,0,67.36,65.4071127089433
"2962","CAUVERY AT PUGALUR, KARUR","TAMILNADU","RIVERWATER",28.9,8.2,727,1.2,0.22,161,323,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,71.6167992731376
"2963","NAGAVALLI AT JAYKAYPUR D/S, ORISSA","ORISSA","RIVERWATER",26.5,7.9,232,2.9,2.23,18134.3000000001,50000,2013,40,100,40,100,100,0,6.8,17,13,3.44,22,0,62.24,60.3958402535222
"2964","BHADRA AT MALLESWARAM D/S OF KIOCL KARNATAKA","KARNATAKA","RIVERWATER",25.8,7.2,171,1,0.09,762,1600,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,75.1435741656994
"2965","GODAVARI AT NASIK D/S, MAHARASHTRA","MAHARASHTRA","RIVERWATER",20,7.4,278,2.6,0,2,40,2016,80,100,40,100,100,80,13.6,17,13,3.44,22,17.6,86.64,79.2460710471352
"2966","HINDON AT GHAZIABAD D/S, U.P.","UTTARPRADESH","RIVERWATER",18.4,7.1,1256,75,1.09,18134.3000000001,50000,2010,80,100,0,60,100,0,13.6,17,7.8,0,22,0,60.4,55.0014281548797
"2967","NEAR SAMSHAN VISHWAKARMA NAGAR,
MAHARANIFARM, JAIPUR","RAJASTHAN","GROUNDWATER",26,7.9,1220,1.1,5.6,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,73.8885072978759
"2968","VAIKOM","KERALA","GROUNDWATER",27.5,6.6,192,0.5,0.1,0,0,2016,40,100,60,100,100,100,6.8,17,13,5.16,22,22,85.96,75.2925545860272
"2969","PAMBA AT CHENGANNUR, KERALA","KERALA","RIVERWATER",27.2,6.8,55,0.6,0.7,171,313,2014,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,75.0829482139918
"2970","TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU","TAMILNADU","RIVERWATER",23.4,6.5,73,3.1,0,19,59,2013,60,100,100,80,100,60,10.2,17,10.4,8.6,22,13.2,81.4,78.0091554123979
"2971","BEAS AT 1KM.D/S OF EFFL. DISH. POINT AT MUKERIAN","PUNJAB","RIVERWATER",14,7,334,1,1,370,738,2011,100,100,0,100,100,40,17,17,13,0,22,8.8,77.8,84.2844260593456
"2972","R THALLASSERY AT PATHIPPALAM","KERALA","RIVERWATER",26.4,6.6,67,1.5,3.69,168,398,2013,40,100,100,100,100,60,6.8,17,13,8.6,22,13.2,80.6,75.580885500684
"2973","GODAVARI AT PANCHAVATI AT RAMKUND","MAHARASHTRA","RIVERWATER",27.1,7.9,309,12.9,2.46,24,89,2010,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,71.2867723030937
"2974","PARVATI AT U/S MANIKARAN","HIMACHALPRADESH","RIVERWATER",5.7,8,98,0.1,0.2,24,94,2014,100,100,80,100,100,60,17,17,13,6.88,22,13.2,89.08,89.3031666524562
"2975","TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE","KARNATAKA","RIVERWATER",25,7.1,150,3,0.3,800,1700,2016,60,100,80,100,100,40,10.2,17,13,6.88,22,8.8,77.88,75.4943201428008
"2976","NEAR SAMSHAN VISHWAKARMA NAGAR, MAHARANIFARM, JAIPUR","RAJASTHAN","GROUNDWATER",25,7.9,740,0.4,0.27,3,4,2007,60,100,0,100,100,100,10.2,17,13,0,22,22,84.2,75.1563125692786
"2977","WARDHA AT RAJURA BRIDGE, MAHARASHTRA","MAHARASHTRA","RIVERWATER",18.7,8.1,923,8.4,10.89,90,147,2013,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6,77.3068746618557
"2978","MAHI (D/S) CONF WITH R. CHAP (UNDER SAGWARA-SARHI RD. BDG.),RAJASTHAN","RAJASTHAN","RIVERWATER",26,8.2,516,0.8,0.5,4,19,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.8980047331618
"2979","VENNA RIVER AT MAHABALESHWAR, SATARA","MAHARASHTRA","RIVERWATER",17.5,7.2,43,1.6,0.2,35,140,2015,80,100,100,100,100,60,13.6,17,13,8.6,22,13.2,87.4,81.5373478067456
"2980","BHADRA AT D/S OF BHADRAVATHI, KARNATAKA","KARNATAKA","RIVERWATER",26,7.68,370,3.7,0.24,0.24,3494,2006,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,73.2866942632115
"2981","R PUZHACKAL AT PUZHACKAL BRIDGE","KERALA","RIVERWATER",29.7,6.8,99,2.8,0.79,106,523,2013,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.7935696082174
"2982","MAHANADI AT NARSINGHPUR","ORISSA","RIVERWATER",28,8.1,199,1.3,0.41,1876,3567,2012,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.5854938332735
"2983","RAJARHAT - NEW TOWNSHIP","WEST BENGAL","GROUNDWATER",27,7.1,1983,1.3,0.08,2,4,2010,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,74.6445878835087
"2984","MAHANADI AFTER CONFL. WITH R.TEL (SONEPUR D/S),ORISSA","ORISSA","RIVERWATER",27,8.1,193,2,0.8,1100,1700,2007,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.663051429841
"2985","RIVER DHADAR AT KOTHADA","GUJARAT","RIVERWATER",27,7.8,1076,7.67,0.63,28,77,2008,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,72.4970517353971
"2986","DUG WELL AT GHANE KUNT, NEAR AWASTHI, OWNED BY SHRI RAJENDRA AMRE","MAHARASHTRA","GROUNDWATER",25.5,7.9,486,2,13.26,3,85,2012,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.5934340372355
"2987","CAUVERY AT PITCHAVARAM, TAMILNADU","TAMILNADU","RIVERWATER",28.9,7.5,3278,1.85,0.21,707,1085,2008,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.1646936873045
"2988","MAHI AT VASAD, GUJARAT","GUJARAT","RIVERWATER",26,8.3,546,2.8,0.3,7,28,2008,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.4096626173948
"2989","BORE WELL IN MODI ALKALIS
& CHEMICALS, MIA, ALWAR","RAJASTHAN","GROUNDWATER",29,7.8,1250,1.3,1.7,3,3,2016,40,100,0,100,100,100,6.8,17,13,0,22,22,80.8,72.065266086983
"2990","MATHA BHANGA, GOBINDAPUR","WEST BENGAL","RIVERWATER",29,8.3,372,2.8,0.23,18134.3000000001,50000,2009,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,58.1045828320665
"2991","KOYNA AT KARAD.","MAHARASHTRA","RIVERWATER",23,7,74.1,2,0,12,130,2016,60,100,100,100,100,60,10.2,17,13,8.6,22,13.2,84,77.729694192819
"2992","MIRA-BHAYANDER","MAHARASHTRA","GROUNDWATER",26,7.6,5075,7,2.15,298,1175,2007,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.9634989188744
"2993","MANJRA RIVER AT D/S OF LATUR, NEAR LATUR- NANDED BRIDGE AT BHATKHEDA, LATUR.","MAHARASHTRA","RIVERWATER",26.3,7.9,1610,4.7,0.4,2,107,2014,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,73.3501752352874
"2994","RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.","HIMACHALPRADESH","RIVERWATER",22,7.82,721.5,6.9,1.26,87.25,249,2009,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,76.2205865011488
"2995","KHAPERKHEDA, NAGPUR","MAHARASHTRA","GROUNDWATER",21,8.2,1035,5.9,1.68,26,67,2012,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,76.5590956516204
"2996","BHIMA AT NARSINGHPUR, (D/S A/C WITH R.NIRA)","MAHARASHTRA","RIVERWATER",28.2,8.2,861,8.1,0.45,158,1237,2010,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.6645046014571
"2997","CHANDRABHAGA U/S OF PANDHARPUR TOWN","MAHARASHTRA","RIVERWATER",28.3,8,926,3.9,0.49,141,900,2010,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,71.7022993540019
"2998","SIMSANG RIVER WILLIAMNAGAR","MEGHALAYA","RIVERWATER",25,7.38,143,1.55,3.55,255,360,2010,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,75.4523062253494
"2999","BHIMA AT PUNE U/S VITHALWADI","MAHARASHTRA","RIVERWATER",27,7.7,358,9.8,0.73,225,1550,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.9340034642032
"3000","NAGAVALLI AT JAYKAYPUR D/S, ORISSA","ORISSA","RIVERWATER",28,8.2,233,2.5,0.89,2600,4300,2008,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,70.9984643527384
"3001","SHEDHI AT KHEDA","GUJARAT","RIVERWATER",28.5,8,1985,13,0.17,46,91,2012,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,70.1273221703974
"3002","RUPNARAYAN BEFORE CONFL. TO RIVER GANGA NEAR GEONKHALI, WEST BENGAL","WEST BENGAL","RIVERWATER",25.5,8.14,4314,1.1,0.49,0.05,50000,2006,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.9129997996092
"3003","DISANG RIVER AT DILLIGHAT, DIBRUGARH DIST,ASSAM","ASSAM","RIVERWATER",24.3,6.5,139,1.8,0.11,0,358,2009,60,100,80,100,100,60,10.2,17,13,6.88,22,13.2,82.28,77.481736590767
"3004","MALPRABHA AT D/S OF AIHOLE TOWN, KARNATAKA","KARNATAKA","RIVERWATER",28.7,8.1,671,1.7,5.64,569,1185,2013,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.2233273637044
"3005","FATHIMAPURAM (CHANGANASSERY)","KERALA","GROUNDWATER",25.7,6,224,0.3,3.8,180,335,2010,40,80,60,100,100,60,6.8,13.6,13,5.16,22,13.2,73.76,77.1993862869925
"3006","BORE WELL AT WAHEGAON NEAR ZILLA PARISHET SCHOOL, PAITHAN,
AURANGABAD","MAHARASHTRA","GROUNDWATER",21,8,1213,6,0.3,4,170,2015,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,76.8975146009333
"3007","KIM AT SAHOL BRIDGE, OLPAD HANSOT ROAD, DIST","GUJARAT","RIVERWATER",27,7.5,502,0.8,0,2,6,2016,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,74.2468397913865
"3008","KHARSANG B/C BURIDIHING NEAR KHARSANG","ASSAM","RIVERWATER",22,7,182,1.8,0.13,90,501,2011,60,100,60,100,100,40,10.2,17,13,5.16,22,8.8,76.16,78.3867866660586
"3009","CAUVERY AT 1KM. D/S OF BHAVANI RIVER CONFL., TAMILNADU","TAMILNADU","RIVERWATER",29,7.7,451,1.5,0.2,1453,2194,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.7684150046778
"3010","*(JORHAT, ASSAM","ASSAM","GROUNDWATER",24.5,7,510,2.2,3.1,54,3350,2014,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,75.4954519792077
"3011","RIVER TALPONA AT CANACONA, GOA","GOA","RIVERWATER",27,7.6,5543,0.7,0.18,2,8,2009,40,100,0,100,100,80,6.8,17,13,0,22,17.6,76.4,73.7352089173227
"3012","BAITARNI AT CHANDBALI, ORISSA","ORISSA","RIVERWATER",29,7.8,6400,1.9,0.53,987,1867,2007,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.1794497288432
"3013","KAGINA AT SHAHABAD BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26.8,8.1,681,2.3,1.5,2100,50000,2011,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,59.9992574291767
"3014","MADHUPATNA- KALYAN NAGAR AREA, CUTTACK, ORISSA","ORISSA","GROUNDWATER",27.5,7.2,360,0.6,3.6,28,240,2014,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.0574973360616
"3015","KARAMANA AT MOONNATTUMUKKU","KERALA","RIVERWATER",26,6.8,2012,5.5,1.8,18134.3000000001,50000,2008,40,100,0,80,100,0,6.8,17,10.4,0,22,0,56.2,61.855434074489
"3016","CHOTA TAWA B/C WITH NARMADA","MADHYAPRADESH","RIVERWATER",26.5,7.4,323,1.1,2.46,1,140,2010,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.5172117696369
"3017","SIKRAHANA RIVER AT LAL PARSE, BITTIAH, BIHAR","BIHAR","RIVERWATER",19,7.7,261,2.1,0,800,2800,2015,80,100,40,100,100,40,13.6,17,13,3.44,22,8.8,77.84,78.898544271113
