"","LOCATIONS","STATE","WATERTYPE","TEMPERATURE(c)","pH","CONDUCTIVITY(µmhos/cm)","B.O.D(mg/l)","NITRATE","FECALCOLIFORM(MPN/100ml)","TOTALCOLIFORM(MPN/100ml)","YEAR","nTemp","npH","nCon","nBod","nNit","nColi","WTemp","Wph","WBod","WCon","WNit","WColi","WQI","predictWQI"
"1432","KRISHNA AT U/S OF UGARKHURD BARRAGE,KARNATAKA","KARNATAKA","RIVERWATER",27.1,8.1,666,1.4,7.28,470,956,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.3993072497321
"1433","KRISHNA AT VEDADRI , GUNTUR ","ANDHRAPRADESH","RIVERWATER",28.9,7.9,732,0.7,0.27,6,2558,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.5617773733256
"1434","KRISHNA AT HAMSALA DEEVI , GUNTUR DIST, A.P","ANDHRAPRADESH","RIVERWATER",28.4,7.8,2453,0.6,0.28,5,1367,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.2836049928587
"1435","PANCHAGANGA AT ICHALKARANJI","MAHARASHTRA","RIVERWATER",26.4,7.5,298,2.6,1.27,4,120,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,74.2708334912101
"1436","BHIMA AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE","MAHARASHTRA","RIVERWATER",26.8,7.9,602,6.4,0.41,241,1258,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.4562498696585
"1437","BHIMA RIVER-BACKWATER OF UJANI DAM NEAR RAW WATER PUMP HOUSE, KUMBARGAON, INDAPUR","MAHARASHTRA","RIVERWATER",27.7,7.7,571,4,0.53,127,865,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.6072245499055
"1438","BHIMA AT TAKLI","MAHARASHTRA","RIVERWATER",25,8.1,1412,6.3,0.71,216,1225,2011,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,73.4293938272803
"1439","MALPRABHA AT D/S OF AIHOLE TOWN, KARNATAKA","KARNATAKA","RIVERWATER",28.9,8.1,1095,0.8,8.27,376,551,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.1834981336272
"1440","MALPRABHA AT BADAMI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",28.2,8,1193,1.1,9.36,294,612,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.6964987724732
"1441","TUNGHABHADRA AT HONNALI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",24.9,7.7,251,2.1,1.01,47,218,2011,60,100,40,100,100,60,10.2,17,13,3.44,22,13.2,78.84,75.1599815282108
"1442","TUNGABHADRA AT NEW BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26.1,7.7,258,2,0.99,283,924,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,74.1091455465509
"1443","TUNGABHADRA AT HARIHAR WATER SUPPLY INTAKE, KARNATAKA","KARNATAKA","RIVERWATER",26.2,7.5,360,2.9,1.64,60,265,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.2973196215861
"1444","BHADRA AT MALLESWARAM D/S OF KIOCL KARNATAKA","KARNATAKA","RIVERWATER",25.8,7.2,171,1,0.09,762,1600,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,75.1435741656994
"1445","MUSI U/S AT HYDERABAD, A.P.","ANDHRAPRADESH","RIVERWATER",25.7,7.9,423,2.8,0.54,379,1350,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.8734350384259
"1446","KAGINA D/S OF SEWAGE DISPOSAL POINT","KARNATAKA","RIVERWATER",26.3,8.1,667,1.4,1.3,18134.3000000001,50000,2011,40,100,0,100,100,0,6.8,17,13,0,22,0,58.8,60.539426239552
"1447","ASANGI NALLA AT ASANGI VILLAGE, KARNATAKA","KARNATAKA","RIVERWATER",29,8,779,1.2,6.92,322,564,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.3040057771093
"1448","NIRA AT SANGAVI, PHALTAN, SATARA","MAHARASHTRA","RIVERWATER",23.8,8.3,1588,8.7,0.51,198,1383,2011,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,73.5561405007539
"1449","KOYNA  AT KARAD.","MAHARASHTRA","RIVERWATER",22.4,7.9,192,5.6,0.39,245,1494,2011,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56,75.8058717713974
"1450","MULA AT HARRISON BRIDGE NEAR MULA- PAWANA SANGAM.","MAHARASHTRA","RIVERWATER",25.8,7.8,445,13.5,0.69,264,1750,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.9678663232338
"1451","MUTHA AT DECCAN BRIDGE, DECCAN, PUNE","MAHARASHTRA","RIVERWATER",26.2,7.9,915,16.6,0.69,345,1800,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,70.9364404705469
"1452","MUTHA AT KHADAKVASLA DAM, KHADAKVASLA, HAWELI, PUNE.","MAHARASHTRA","RIVERWATER",26,7.7,152,2.3,0.23,37,341,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,74.3446428526159
"1453","PAWANA AT CHINCHWADGAON, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",26.3,7.6,345,9.3,0.64,238,1442,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.7217399222302
"1454","INDRAYANI AT U/S OF MOSHIGAON, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",26.7,7.6,456,7,0.43,201,1498,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.819822232183
"1455","SINA NEAR LABOTI TOLL NAKA, LABOTI, MOHAL, SOLAPUR","MAHARASHTRA","RIVERWATER",27.3,8,1078,6.6,0.93,167,1210,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.8451495693949
"1456","URMODI , NAGTHANE, SATARA","MAHARASHTRA","RIVERWATER",22.1,7.8,271,5.8,0.39,135,1113,2011,60,100,40,80,100,40,10.2,17,10.4,3.44,22,8.8,71.84,76.2356404154394
"1457","PENNAR AT SIDDVATA, NELLORE","ANDHRAPRADESH","RIVERWATER",26.1,7.9,768,2.7,1.3,118,1040,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.5990711879768
"1458","CAUVERY AT KRS DAM, BALAMURIKSHETRA","KARNATAKA","RIVERWATER",26.6,8.5,235,1,0.31,1600,1600,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.5919127656755
"1459","CAUVERY AT SATHYAGALAM BRIDGE","KARNATAKA","RIVERWATER",26.5,8.1,336,1,0.46,1600,1600,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.2453099879776
"1460","CAUVERY AT PALLIPPALAYAM","TAMILNADU","RIVERWATER",26.7,7.9,425,1.2,0.2,307,543,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.6511278857183
"1461","CAUVERY AT COLEROON","TAMILNADU","RIVERWATER",31.5,8,1133,0.8,0.2,148,303,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,70.0473292227721
"1462","YAGACHI NEAR PUMPING STATION. HASSAN CITY","KARNATAKA","RIVERWATER",25,7.8,345,1.3,0.12,798,1600,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,74.769376250788
"1463","ARKAVATHI AT D/S OF KANAKAPURA TOWN","KARNATAKA","RIVERWATER",27,7.7,1000,2.1,21.34,30,70,2011,40,100,0,100,80,60,6.8,17,13,0,17.6,13.2,67.6,72.168596481771
"1464","ARKAVATHI AT T.G. HALLI RESERVOIR","KARNATAKA","RIVERWATER",26.5,8.2,934,3.6,3.37,17,54,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.8005851506506
"1465","ARKAVATHI AT HESARAGHATTA RESERVOIR","KARNATAKA","RIVERWATER",25.5,9.6,545,2.5,5.76,9,18,2011,40,60,0,100,100,80,6.8,10.2,13,0,22,17.6,69.6,71.506866063803
"1466","BHAVANI AT PATHIRAKALIAMMAN KOIL","TAMILNADU","RIVERWATER",26.2,8.1,276,0.8,0.29,107,220,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,73.8795592146873
"1467","BHAVANI AT BHAVANI SAGAR","TAMILNADU","RIVERWATER",27.6,8,255,1,0.18,129,285,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,72.9551086400891
"1468","U/S OF KALINGARAYAN CANAL (B5), ERODE","TAMILNADU","RIVERWATER",28.1,8,423,1.3,0.26,145,289,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.5156645118812
"1469","SARABANGA AT SALEM, D/S OF TEXTILE DYEING INDUSTRIES EFFLUENT","TAMILNADU","RIVERWATER",27.9,7.6,3413,35,0.43,18134.3000000001,50000,2011,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,54.1154740180659
"1470","THIRUMANIMUTHAR AT SALEM,  D/S OF SAGO & TEXTILE DYING INDUSTRIES","TAMILNADU","RIVERWATER",27.6,7.5,2306,40.3,0.51,18134.3000000001,50000,2011,40,100,0,60,100,0,6.8,17,7.8,0,22,0,53.6,53.6373133816567
"1471","MAHANADI AT NARSINGHPUR","ORISSA","RIVERWATER",25.9,8,202,1.3,0.66,763,1508,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,73.8042225060793
"1472","MUNDALI(WATER INTAKE POINT OF BHUBANESWAR CITY","ORISSA","RIVERWATER",27.7,8,202,1.4,0.35,975,1718,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,72.4276379671332
"1473","POWER CHANNEL D/S NEAR BURLA","ORISSA","RIVERWATER",27.3,7.9,184,1.7,0.69,412,829,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,73.0300978326802
"1474","SEONATH AT U/S RAJNANDGAON","CHHATTISGARH","RIVERWATER",22.8,7.5,320,1.5,0.49,270,658,2011,60,100,0,100,100,40,10.2,17,13,0,22,8.8,71,77.0262248942777
"1475","IB AT SUNDARGARH, ORISSA","ORISSA","RIVERWATER",28.9,7.9,144,1.5,0.39,624,2353,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,71.510501952791
"1476","KUAKHAI AT BHUBANESWAR D/S","ORISSA","RIVERWATER",29.8,7.5,251,4,3.19,18134.3000000001,50000,2011,40,100,40,80,100,0,6.8,17,10.4,3.44,22,0,59.64,58.3022416332493
"1477","KUAKHAI AT BHUBANESWAR FU/S","ORISSA","RIVERWATER",29.1,7.9,191,1.8,0.29,478,932,2011,40,100,60,100,100,40,6.8,17,13,5.16,22,8.8,72.76,71.6874076459055
"1478","KATHAJODI AT CUTTACK D/S","ORISSA","RIVERWATER",27.5,8.1,201,3.1,0.54,18134.3000000001,50000,2011,40,100,60,80,100,0,6.8,17,10.4,5.16,22,0,61.36,59.4466415149108
"1479","BRAHMANI AT RENGALI","ORISSA","RIVERWATER",28.8,7.7,143,1.5,0.86,813,1568,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,72.0559978885631
"1480","BRAHMANI AT DHARMASHALA","ORISSA","RIVERWATER",26,7.9,176,2,0.97,18134.3000000001,50000,2011,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,61.0135673819375
"1481","BRAHMANI AT PATTAMUNDAI","ORISSA","RIVERWATER",27.1,8,203,1.7,0.31,18134.3000000001,50000,2011,40,100,60,100,100,0,6.8,17,13,5.16,22,0,63.96,60.1506165835077
"1482","KUSEI BEFORE JOINING BAITARANI AT ANANDPUR","ORISSA","RIVERWATER",28.2,8.1,241,1.2,0.28,1256,2798,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,71.6634737245779
"1483","SUBARNAREKHA AT RAJGHAT NEAR BIHAR BORDER","ORISSA","RIVERWATER",22.4,8,249,1.5,0.25,2923,50000,2011,60,100,40,100,100,0,10.2,17,13,3.44,22,0,65.64,63.6482663899995
"1484","GODAVARI RIVER AT SAIKHEDA.","MAHARASHTRA","RIVERWATER",25.7,7.6,363,6.6,1.71,17,47,2011,40,100,0,60,100,80,6.8,17,7.8,0,22,17.6,71.2,73.9236359497688
"1485","GODAVARI RIVER NEAR TAPOVAN","MAHARASHTRA","RIVERWATER",25.6,7.5,511,12.9,2.81,45,194,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,72.9224306047001
"1486","GODAVARI AT NASIK D/S","MAHARASHTRA","RIVERWATER",25.8,7.3,383,11.2,1.89,25,103,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,73.4679589270229
"1487","GODAVARI AT U/S OF PAITHAN AT PAITHAN INTAKE PUMP HOUSE AT JAYAKWADI .","MAHARASHTRA","RIVERWATER",27.3,8.1,537,4.4,1.23,3,84,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.3927507532392
"1488","GODAVARI  AT D/S OF PAITHAN AT PATHEGAON BRIDGE.","MAHARASHTRA","RIVERWATER",27.4,8.1,733,5.1,1.87,3,98,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,72.1342281931611
"1489","GODAVARI AT JALNA INTAKE WATER PUMP HOUSE, SHAHABAD.","MAHARASHTRA","RIVERWATER",27.6,8,935,6.2,2.1,3,83,2011,40,100,0,60,100,60,6.8,17,7.8,0,22,13.2,66.8,71.9177550593371
"1490","GODAVARI AT RAHER","MAHARASHTRA","RIVERWATER",30.2,8.1,569,4.5,1.81,3,103,2011,40,100,0,80,100,60,6.8,17,10.4,0,22,13.2,69.4,70.1911638571436
"1491","GODAVARI AT RAMAGUNDAM D/S, NEAR FCI INTAKE WELL, KARIMNAGAR","ANDHRAPRADESH","RIVERWATER",24.8,8.2,522,3.1,0.3,26,1056,2011,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,74.1226909418511
"1492","GODAVARI AT BHADRACHALAM D/S BATHING GHAT, KHAMMAM","ANDHRAPRADESH","RIVERWATER",20,7.6,344,0.7,0.27,5,1308,2011,80,100,0,100,100,40,13.6,17,13,0,22,8.8,74.4,78.9217816307201
"1493","GODAVARI AT RAJAMUNDRY U/S OF NALLA CHANNEL","ANDHRAPRADESH","RIVERWATER",26.3,7.5,255,1.1,1.74,3,525,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,74.4696465014425
"1494","GODAVARI AT POLAVARAM","ANDHRAPRADESH","RIVERWATER",26.2,7.8,244,1,1.2,3,330,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,74.2024326358017
"1495","GODAVARI AT RAJAHMUNDRY U/S","ANDHRAPRADESH","RIVERWATER",25.6,7.7,248,1.1,1.49,3,428,2011,40,100,40,100,100,60,6.8,17,13,3.44,22,13.2,75.44,74.7299750599733
"1496","MANJERA AT RAIPALLU","ANDHRAPRADESH","RIVERWATER",26.8,8.1,393,2.2,0.92,15,148,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.1598011074358
"1497","MANER AT WARANGAL U/S","ANDHRAPRADESH","RIVERWATER",30.5,7.9,492,4.2,3,543,1160,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,69.9658627027637
"1498","WARDHA AT D/S OF ERAI RIVER, HADASTI, CHANDRAPUR","MAHARASHTRA","RIVERWATER",20.2,7.8,791,14.9,3.75,173,238,2011,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,76.0053277989043
"1499","WARDHA AT U/S OF ACC GHUGGUS. ,CHANDRAPUR","MAHARASHTRA","RIVERWATER",19,7.8,621,5.3,1.31,49,121,2011,80,100,0,80,100,60,13.6,17,10.4,0,22,13.2,76.2,78.7763516092124
"1500","WARDHA AT CONFLUENCE POINT OF PENGANGA & WARDHA AT JUAD.","MAHARASHTRA","RIVERWATER",20,7.9,893,6.6,2.43,51,117,2011,80,100,0,60,100,60,13.6,17,7.8,0,22,13.2,73.6,77.5664246562886
"1501","WAINGANGA U/S OF GAURAV PAPER MILLS, NEAR JACKWELL.","MAHARASHTRA","RIVERWATER",19.1,7.9,573,5.3,1.46,64,152,2011,80,100,0,80,100,60,13.6,17,10.4,0,22,13.2,76.2,78.5380990866303
"1502","KANHAN D/S OF M/S VIDHARBHA PAPER MILL, SINORA.","MAHARASHTRA","RIVERWATER",21.9,7.9,591,6.6,1.68,82,245,2011,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,76.2080031595663
"1503","NIRA AT PULGAON COTTON MILL","MAHARASHTRA","RIVERWATER",21.2,8,524,5.9,1.39,63,207,2011,60,100,0,80,100,60,10.2,17,10.4,0,22,13.2,72.8,76.7313872100893
"1504","PENGANGA NEAR WATER SUPPLY SCHEME OF UMARKHED MC BELKHED, UMARKHED, YAVATMAL","MAHARASHTRA","RIVERWATER",20,7.9,760,5.6,1.78,34,96,2011,80,100,0,80,100,60,13.6,17,10.4,0,22,13.2,76.2,77.8015164698223
"1505","PENGANGA AT MEHKAR- BULDANA AD BRIDGE AT MEHKAR, BULDHANA.","MAHARASHTRA","RIVERWATER",21.9,7.9,791,6.3,2.15,137,346,2011,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,76.1861930442136
"1506","WENA AT D/S  MOHATA MILLS, NR RD BRG ON HINGANGHAT-WADNER RD","MAHARASHTRA","RIVERWATER",20.8,8,639,6.8,1.65,62,182,2011,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,76.8491418288853
"1507","KRISHNA - ANKALI BRIDGE ALONG CHIKKODI KAGWAD ROAD","KARNATAKA","RIVERWATER",26,8.1,595,1.5,7.45,671,1303,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.0942820927068
"1508","KRISHNA AT VEDADRI , GUNTUR ","ANDHRAPRADESH","RIVERWATER",28.9,7.9,732,0.7,0.27,6,2558,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.5617773733256
"1509","KRISHNA AT AMARAVATI , GUNTUR","ANDHRAPRADESH","RIVERWATER",27.9,7.6,680,0.6,0.24,5,1658,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.006053158347
"1510","PANCHAGANGA D/S OF KOLHAPUR TOWN","MAHARASHTRA","RIVERWATER",24.8,7.5,339,8.5,1.72,7,221,2011,60,100,0,60,100,60,10.2,17,7.8,0,22,13.2,70.2,74.3603202564072
"1511","BHIMA AT KOREGAON NEAR KOREGAON BRIDGE, SHIRUR, PUNE","MAHARASHTRA","RIVERWATER",26.8,7.9,602,6.4,0.41,241,1258,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.4562498696585
"1512","BHIMA AT PARGAON (AFTER CONFL.WITH MULE MARTHA) ","MAHARASHTRA","RIVERWATER",26.7,7.8,644,8.5,0.41,254,1610,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.2180208489416
"1513","BHIMA AT NARSINGHPUR,(D/S AF.CONFL.WITH R.NIRA)","MAHARASHTRA","RIVERWATER",28.6,8,968,5.3,0.53,214,1485,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,71.0780375904343
"1514","BHIMA AT TAKLI","MAHARASHTRA","RIVERWATER",25,8.1,1412,6.3,0.71,216,1225,2011,60,100,0,60,100,40,10.2,17,7.8,0,22,8.8,65.8,73.4293938272802
"1515","GHATPRABHA AT D/S OF MUDHOL RD. CROSS BDG., KARNATAKA","KARNATAKA","RIVERWATER",28.8,7.9,885,1.3,12.48,324,565,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.1845374451834
"1516","MALPRABHA AT WATER ABSTR. PT. TO HUBLI,DHARWAR,KARNATAKA","KARNATAKA","RIVERWATER",26.1,8,246,0.8,3.27,330,739,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,73.7591587774296
"1517","MALPRABHA AT D/S OF AIHOLE TOWN, KARNATAKA","KARNATAKA","RIVERWATER",28.9,8.1,1095,0.8,8.27,376,551,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.1834981336272
"1518","MALPRABHA AT BADAMI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",28.2,8,1193,1.1,9.36,294,612,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.6964987724732
"1519","TUNGHABHADRA AT HARALAHALLI BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26.3,7.9,343,2.2,1.35,40,190,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,73.7892942406609
"1520","TUNGABHADRA AT NEW BRIDGE, KARNATAKA","KARNATAKA","RIVERWATER",26.1,7.7,258,2,0.99,283,924,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,74.1091455465509
"1521","BHADRA AT U/S OF MPM, KARNATAKA","KARNATAKA","RIVERWATER",25.3,7.4,203,1.6,1.46,36,161,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,75.3874974594155
"1522","MUSI U/S AT HYDERABAD, A.P.","ANDHRAPRADESH","RIVERWATER",25.7,7.9,423,2.8,0.54,379,1350,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.8734350384259
"1523","MUSI D/S AT HYDERABAD, A.P.","ANDHRAPRADESH","RIVERWATER",26.5,7.6,1294,49.9,21.87,702,1600,2011,40,100,0,60,80,40,6.8,17,7.8,0,17.6,8.8,58,63.8982116041945
"1524","RIVER MUSI AT NAGOLE,RANGAREDDY","ANDHRAPRADESH","RIVERWATER",26.8,7.7,1355,109.7,16.51,1180,1600,2011,40,100,0,40,100,40,6.8,17,5.2,0,22,8.8,59.8,53.48145723305
"1525","PALLERU BEFORE CONFL. WITH KRISHNA, JAGGAYYAPET, A.P.","ANDHRAPRADESH","RIVERWATER",29.8,7.8,732,0.7,0.29,5,2350,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,71.1014349974686
"1526","NIRA AT SAROLE BDG.ON PUNE-BANGLORE HIGHWAY","MAHARASHTRA","RIVERWATER",26.5,7.9,455,5.1,0.49,130,1050,2011,40,100,0,80,100,40,6.8,17,10.4,0,22,8.8,65,72.9633611415815
"1527","NIRA AT SHINDEWADI. SHIRVAL, KHANDALA, SATARA","MAHARASHTRA","RIVERWATER",23.9,8,251,6.1,0.38,154,1233,2011,60,100,40,60,100,40,10.2,17,7.8,3.44,22,8.8,69.24,74.5293825008289
"1528","VENNA AT VARYE, SATARA.","MAHARASHTRA","RIVERWATER",20.7,7.8,311,5.8,0.46,237,1373,2011,60,100,0,80,100,40,10.2,17,10.4,0,22,8.8,68.4,77.1908006938995
"1529","KOYNA  AT KARAD.","MAHARASHTRA","RIVERWATER",22.4,7.9,192,5.6,0.39,245,1494,2011,60,100,60,80,100,40,10.2,17,10.4,5.16,22,8.8,73.56,75.8058717713974
"1530","MULA AT AUNDH BRIDGE, AUNDGAON.","MAHARASHTRA","RIVERWATER",26.4,7.8,529,10.5,0.5,240,1691,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.0713238805516
"1531","MULA-MUTHA AT D/S OF THEUR, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",27.3,7.7,548,11,0.65,299,1596,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.4836983428467
"1532","MUTHA AT KHADAKVASLA DAM, KHADAKVASLA, HAWELI, PUNE.","MAHARASHTRA","RIVERWATER",26,7.7,152,2.3,0.23,37,341,2011,40,100,60,100,100,60,6.8,17,13,5.16,22,13.2,77.16,74.3446428526159
"1533","PAWANA  AT KASARWADI, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",25.5,7.6,537,12.9,0.84,289,1717,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.5836163160245
"1534","PAWANA AT CHINCHWADGAON, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",26.3,7.6,345,9.3,0.64,238,1442,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.7217399222302
"1535","INDRAYANI  AT D/S OF ALANDIGAON, PUNE","MAHARASHTRA","RIVERWATER",27.3,7.7,426,7.2,0.44,263,1600,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.1683349889951
"1536","INDRAYANI AT D/S OF MOSHIGAON, HAWELI, PUNE","MAHARASHTRA","RIVERWATER",26.5,7.6,464,8.9,0.53,263,1604,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,72.6006848316829
"1537","GHOD AT SHIRUR, PUNE","MAHARASHTRA","RIVERWATER",27.1,8,959,6.7,0.39,252,1377,2011,40,100,0,60,100,40,6.8,17,7.8,0,22,8.8,62.4,71.9778280566462
"1538","PENNAR AFTER CONF. WITH PAPAGNI,PUSPAGINI","ANDHRAPRADESH","RIVERWATER",25.5,8,783,2.7,0.69,126,1008,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.9417957192943
"1539","PENNAR AT SIDDVATA, NELLORE","ANDHRAPRADESH","RIVERWATER",26.1,7.9,768,2.7,1.3,118,1040,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.5990711879768
"1540","CAUVERY AT KUSHAL NAGAR U/S (NEAR BAICHANAHALLI)","KARNATAKA","RIVERWATER",25.3,7.8,93,1,0.13,1600,1600,2011,40,100,80,100,100,40,6.8,17,13,6.88,22,8.8,74.48,74.6182865478073
"1541","CAUVERY AT D/S OF KAREKUARA VILLAGE","KARNATAKA","RIVERWATER",26.8,8.5,243,1,0.33,1600,1600,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,72.4426091902469
"1542","CAUVERY AT SATHYAGALAM BRIDGE","KARNATAKA","RIVERWATER",26.5,8.1,336,1,0.46,1600,1600,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,73.2453099879776
"1543","CAUVERY AT RANGANATHITTU","KARNATAKA","RIVERWATER",25.8,8.1,277,1.1,0.35,1600,1600,2011,40,100,40,100,100,40,6.8,17,13,3.44,22,8.8,71.04,73.7555151051779
"1544","CAUVERY AT ERODE NEAR CHIRAPALAYAM","TAMILNADU","RIVERWATER",28.5,7.7,475,1.7,0.25,388,673,2011,40,100,0,100,100,40,6.8,17,13,0,22,8.8,67.6,72.4957194701798
"1545","CAUVERY AT VELORE NEAR KATTIPALAYAM","TAMILNADU","RIVERWATER",26.2,7.9,442,1.3,0.17,171,347,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.0543000915654
"1546","CAUVERY AT MOHANUR NEAR PATTAIPALAYAM","TAMILNADU","RIVERWATER",25.8,7.8,500,1.3,0.16,177,368,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,74.4893146425505
"1547","CAUVERY AT THIRUMUKKUDAL-CONFL. PT.OF R. AMRAVATI","TAMILNADU","RIVERWATER",28,8.1,635,0.8,0.17,160,325,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.5084964990992
"1548","CAUVERY AT MUSIRI","TAMILNADU","RIVERWATER",28.3,8.1,598,0.9,0.18,144,303,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.2778594598217
"1549","CAUVERY AT TIRUCHIRAPPALLI U/S","TAMILNADU","RIVERWATER",27.6,8.2,576,0.8,0.2,144,287,2011,40,100,0,100,100,60,6.8,17,13,0,22,13.2,72,72.6658747240929
